ownership,indownership,marriagestatus,indmarriagestatus,county,hhincome,agequant,agecat,famsize,sex,indsex,indpoverty,degree,inddegree
Own,1,Married,1,Jefferson,70400,59,50-59,4,female,0,0,No College Degree,0
Own,1,Married,1,Kenton,68900,84,70above,2,female,0,0,No College Degree,0
Rent,0,Not married,0,Warren,54400,25,18-29,3,female,0,0,No College Degree,0
Own,1,Not married,0,Fayette,127000,58,50-59,2,male,1,0,No College Degree,0
Own,1,Not married,0,Jefferson,120600,27,18-29,1,male,1,0,No College Degree,0
Own,1,Not married,0,Jefferson,11100,88,70above,1,male,1,1,No College Degree,0
Own,1,Married,1,Jefferson,107000,68,60-69,2,male,1,0,No College Degree,0
Rent,0,Not married,0,Jefferson,119000,22,18-29,3,male,1,0,College Degree,1
Own,1,Not married,0,Jefferson,38000,41,40-49,3,male,1,0,No College Degree,0
Rent,0,Married,1,Jefferson,73000,46,40-49,2,female,0,0,College Degree,1
Own,1,Married,1,Fayette,73200,64,60-69,2,male,1,0,No College Degree,0
Own,1,Not married,0,Fayette,195206,63,60-69,3,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,42800,80,70above,2,male,1,0,No College Degree,0
Own,1,Married,1,Fayette,16260,65,60-69,2,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,61800,43,40-49,6,female,0,0,No College Degree,0
Own,1,Married,1,Kenton,145400,48,40-49,4,male,1,0,No College Degree,0
Rent,0,Not married,0,Jefferson,25000,38,30-39,1,male,1,0,No College Degree,0
Rent,0,Married,1,Jefferson,46400,60,60-69,5,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,48300,74,70above,3,male,1,0,No College Degree,0
Rent,0,Married,1,Kenton,125000,62,60-69,3,female,0,0,No College Degree,0
Rent,0,Not married,0,Jefferson,9800,52,50-59,1,female,0,1,No College Degree,0
Own,1,Married,1,Jefferson,202500,53,50-59,3,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,75000,60,60-69,2,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,78440,71,70above,2,male,1,0,College Degree,1
Rent,0,Married,1,Jefferson,33000,37,30-39,4,male,1,0,No College Degree,0
Rent,0,Not married,0,Fayette,980,53,50-59,1,female,0,1,No College Degree,0
Own,1,Not married,0,Jefferson,16000,54,50-59,1,male,1,0,No College Degree,0
Own,1,Not married,0,Fayette,70000,39,30-39,1,male,1,0,College Degree,1
Rent,0,Not married,0,Jefferson,15000,22,18-29,1,male,1,0,College Degree,1
Rent,0,Not married,0,Warren,57000,41,40-49,1,female,0,1,College Degree,1
Own,1,Not married,0,Jefferson,384900,34,30-39,2,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,25000,72,70above,3,female,0,0,No College Degree,0
Own,1,Married,1,Warren,83000,49,40-49,4,male,1,0,College Degree,1
Rent,0,Not married,0,Fayette,101100,45,40-49,2,male,1,0,No College Degree,0
Rent,0,Married,1,Fayette,69000,30,30-39,2,male,1,0,College Degree,1
Rent,0,Not married,0,Fayette,14000,21,18-29,1,female,0,1,No College Degree,0
Rent,0,Not married,0,Jefferson,59000,49,40-49,1,female,0,0,College Degree,1
Own,1,Not married,0,Jefferson,382000,76,70above,1,male,1,0,College Degree,1
Own,1,Married,1,Fayette,89000,40,40-49,3,female,0,0,College Degree,1
Own,1,Not married,0,Fayette,20000,50,50-59,1,female,0,0,No College Degree,0
Own,1,Married,1,Fayette,46900,62,60-69,2,male,1,0,No College Degree,0
Rent,0,Not married,0,Fayette,30900,20,18-29,1,female,0,0,No College Degree,0
Own,1,Married,1,Boone,100000,34,30-39,3,female,0,0,College Degree,1
Own,1,Married,1,Warren,48900,37,30-39,5,female,0,0,No College Degree,0
Rent,0,Not married,0,Jefferson,60000,20,18-29,4,female,0,1,No College Degree,0
Rent,0,Married,1,Fayette,70000,24,18-29,2,female,0,0,College Degree,1
Own,1,Not married,0,Jefferson,15000,89,70above,1,female,0,0,No College Degree,0
Own,1,Not married,0,Fayette,45900,18,18-29,3,male,1,0,No College Degree,0
Rent,0,Not married,0,Jefferson,40300,19,18-29,1,male,1,1,No College Degree,0
Own,1,Married,1,Warren,79000,46,40-49,2,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,93400,50,50-59,5,female,0,0,College Degree,1
Rent,0,Not married,0,Fayette,8600,43,40-49,2,female,0,1,College Degree,1
Rent,0,Married,1,Jefferson,6800,48,40-49,4,male,1,1,No College Degree,0
Own,1,Married,1,Jefferson,770000,60,60-69,2,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,84000,31,30-39,2,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,97200,43,40-49,3,female,0,0,No College Degree,0
Own,1,Married,1,Fayette,81500,74,70above,2,male,1,0,No College Degree,0
Own,1,Married,1,Fayette,39500,74,70above,2,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,76000,55,50-59,4,male,1,0,No College Degree,0
Own,1,Married,1,Kenton,32000,75,70above,2,male,1,0,No College Degree,0
Rent,0,Not married,0,Fayette,30000,37,30-39,3,male,1,1,No College Degree,0
Own,1,Not married,0,Jefferson,104300,79,70above,1,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,160300,31,30-39,3,male,1,0,College Degree,1
Rent,0,Married,1,Fayette,0,36,30-39,1,male,1,1,College Degree,1
Own,1,Married,1,Jefferson,30000,56,50-59,2,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,90000,50,50-59,2,male,1,0,No College Degree,0
Own,1,Married,1,Fayette,134890,79,70above,2,female,0,0,No College Degree,0
Own,1,Not married,0,Jefferson,64000,19,18-29,7,female,0,0,No College Degree,0
Own,1,Married,1,Boone,59200,66,60-69,2,male,1,0,College Degree,1
Own,1,Married,1,Kenton,53000,31,30-39,2,female,0,0,College Degree,1
Rent,0,Not married,0,Fayette,58000,27,18-29,1,female,0,0,College Degree,1
Own,1,Married,1,Fayette,446000,65,60-69,2,female,0,0,College Degree,1
Rent,0,Not married,0,Jefferson,9000,81,70above,1,female,0,1,No College Degree,0
Rent,0,Married,1,Jefferson,65000,45,40-49,5,female,0,0,College Degree,1
Own,1,Not married,0,Jefferson,31700,34,30-39,4,male,1,0,No College Degree,0
Own,1,Not married,0,Jefferson,16800,33,30-39,2,female,0,1,College Degree,1
Own,1,Married,1,Jefferson,90200,75,70above,3,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,35600,71,70above,2,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,322500,59,50-59,3,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,175000,34,30-39,2,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,40000,50,50-59,5,male,1,0,College Degree,1
Rent,0,Not married,0,Jefferson,85800,26,18-29,1,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,168000,32,30-39,3,female,0,0,College Degree,1
Rent,0,Not married,0,Kenton,42000,59,50-59,1,female,0,0,No College Degree,0
Rent,0,Not married,0,Fayette,11000,23,18-29,2,male,1,1,College Degree,1
Rent,0,Married,1,Jefferson,36000,36,30-39,2,female,0,0,College Degree,1
Own,1,Not married,0,Jefferson,26000,79,70above,1,female,0,0,No College Degree,0
Own,1,Married,1,Warren,65600,44,40-49,4,male,1,0,College Degree,1
Own,1,Married,1,Warren,54000,79,70above,3,male,1,0,No College Degree,0
Own,1,Not married,0,Boone,15600,93,70above,1,female,0,0,No College Degree,0
Own,1,Not married,0,Jefferson,98000,47,40-49,2,male,1,0,College Degree,1
Own,1,Married,1,Kenton,69000,48,40-49,5,female,0,0,No College Degree,0
Own,1,Not married,0,Jefferson,23900,58,50-59,1,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,115060,53,50-59,4,female,0,0,No College Degree,0
Rent,0,Married,1,Fayette,107600,38,30-39,4,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,85150,74,70above,2,female,0,0,College Degree,1
Own,1,Not married,0,Boone,76700,73,70above,1,female,0,0,College Degree,1
Own,1,Married,1,Fayette,120000,36,30-39,6,male,1,0,No College Degree,0
Own,1,Not married,0,Jefferson,109300,49,40-49,5,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,117900,76,70above,2,male,1,0,College Degree,1
Rent,0,Married,1,Warren,36000,29,18-29,5,male,1,0,No College Degree,0
Own,1,Not married,0,Jefferson,60000,38,30-39,2,male,1,0,No College Degree,0
Own,1,Not married,0,Jefferson,19950,45,40-49,4,female,0,1,No College Degree,0
Own,1,Not married,0,Jefferson,538000,37,30-39,1,male,1,0,College Degree,1
Own,1,Not married,0,Jefferson,147500,65,60-69,3,male,1,0,College Degree,1
Own,1,Not married,0,Warren,27800,75,70above,1,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,86700,72,70above,2,female,0,0,No College Degree,0
Own,1,Married,1,Fayette,138500,64,60-69,2,female,0,0,College Degree,1
Own,1,Married,1,Boone,358200,54,50-59,2,female,0,0,College Degree,1
Own,1,Married,1,Kenton,269000,50,50-59,4,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,37800,56,50-59,2,female,0,0,No College Degree,0
Own,1,Not married,0,Jefferson,55700,36,30-39,1,female,0,0,College Degree,1
Rent,0,Married,1,Kenton,2000,32,30-39,1,female,0,1,College Degree,1
Own,1,Not married,0,Jefferson,16500,79,70above,1,female,0,0,No College Degree,0
Own,1,Not married,0,Jefferson,42200,63,60-69,2,female,0,0,College Degree,1
Own,1,Not married,0,Jefferson,100000,20,18-29,3,male,1,0,No College Degree,0
Rent,0,Not married,0,Jefferson,11920,42,40-49,4,female,0,1,No College Degree,0
Own,1,Married,1,Fayette,140000,40,40-49,4,female,0,0,College Degree,1
Own,1,Not married,0,Jefferson,35000,78,70above,1,male,1,0,No College Degree,0
Own,1,Not married,0,Fayette,53000,51,50-59,3,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,196700,59,50-59,2,female,0,0,College Degree,1
Own,1,Married,1,Boone,81640,40,40-49,3,male,1,0,No College Degree,0
Own,1,Not married,0,Jefferson,18000,65,60-69,1,female,0,0,No College Degree,0
Rent,0,Married,1,Jefferson,24000,81,70above,2,female,0,0,No College Degree,0
Own,1,Married,1,Boone,24300,42,40-49,2,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,85000,46,40-49,5,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,207000,31,30-39,3,male,1,0,College Degree,1
Own,1,Married,1,Kenton,97000,32,30-39,4,male,1,0,College Degree,1
Rent,0,Married,1,Fayette,50000,53,50-59,2,female,0,0,No College Degree,0
Own,1,Not married,0,Fayette,63100,93,70above,1,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,131000,35,30-39,4,male,1,0,College Degree,1
Own,1,Married,1,Fayette,36100,73,70above,2,male,1,0,No College Degree,0
Own,1,Married,1,Kenton,90860,40,40-49,4,female,0,0,College Degree,1
Own,1,Not married,0,Jefferson,90000,68,60-69,1,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,51100,56,50-59,2,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,35500,63,60-69,2,male,1,0,No College Degree,0
Own,1,Not married,0,Jefferson,52200,65,60-69,1,female,0,0,College Degree,1
Own,1,Married,1,Warren,107100,54,50-59,3,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,306200,40,40-49,10,male,1,0,College Degree,1
Own,1,Married,1,Kenton,161700,48,40-49,4,female,0,0,No College Degree,0
Own,1,Not married,0,Jefferson,58000,51,50-59,1,male,1,0,College Degree,1
Own,1,Not married,0,Jefferson,60000,35,30-39,1,male,1,0,College Degree,1
Own,1,Married,1,Kenton,17000,60,60-69,3,female,0,1,No College Degree,0
Own,1,Not married,0,Warren,34000,25,18-29,3,female,0,0,No College Degree,0
Own,1,Not married,0,Jefferson,102800,55,50-59,2,female,0,0,College Degree,1
Rent,0,Not married,0,Warren,31400,20,18-29,1,female,0,1,No College Degree,0
Rent,0,Not married,0,Jefferson,23400,83,70above,1,male,1,0,College Degree,1
Own,1,Married,1,Fayette,35800,55,50-59,2,female,0,0,College Degree,1
Own,1,Not married,0,Fayette,32000,64,60-69,1,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,93100,57,50-59,3,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,104910,65,60-69,2,female,0,0,No College Degree,0
Own,1,Not married,0,Fayette,22200,72,70above,1,male,1,0,College Degree,1
Own,1,Not married,0,Jefferson,220000,22,18-29,3,male,1,0,No College Degree,0
Own,1,Not married,0,Kenton,79720,31,30-39,2,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,770000,58,50-59,2,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,78900,53,50-59,4,male,1,0,No College Degree,0
Own,1,Married,1,Boone,147400,47,40-49,3,male,1,0,College Degree,1
Own,1,Not married,0,Jefferson,53000,60,60-69,1,female,0,0,College Degree,1
Own,1,Married,1,Boone,129500,52,50-59,3,male,1,0,College Degree,1
Own,1,Not married,0,Jefferson,107700,59,50-59,2,male,1,0,College Degree,1
Rent,0,Not married,0,Fayette,92000,28,18-29,1,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,71000,57,50-59,2,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,118500,48,40-49,3,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,71000,56,50-59,2,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,59730,71,70above,2,female,0,0,College Degree,1
Own,1,Not married,0,Jefferson,110000,58,50-59,2,female,0,0,College Degree,1
Own,1,Not married,0,Jefferson,56900,80,70above,3,female,0,0,College Degree,1
Rent,0,Not married,0,Jefferson,0,53,50-59,1,female,0,1,No College Degree,0
Rent,0,Not married,0,Jefferson,105000,28,18-29,1,male,1,0,No College Degree,0
Own,1,Married,1,Warren,24980,87,70above,2,female,0,0,College Degree,1
Own,1,Not married,0,Jefferson,115000,71,70above,1,female,0,0,College Degree,1
Rent,0,Not married,0,Jefferson,85800,30,30-39,1,male,1,1,College Degree,1
Own,1,Not married,0,Jefferson,37600,73,70above,1,female,0,0,No College Degree,0
Own,1,Married,1,Fayette,53400,72,70above,2,female,0,0,No College Degree,0
Rent,0,Not married,0,Fayette,30000,65,60-69,3,female,0,0,No College Degree,0
Own,1,Not married,0,Fayette,53280,19,18-29,1,male,1,1,No College Degree,0
Own,1,Not married,0,Fayette,42800,69,60-69,1,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,13200,65,60-69,2,female,0,1,No College Degree,0
Own,1,Not married,0,Jefferson,40000,46,40-49,2,male,1,0,No College Degree,0
Rent,0,Married,1,Jefferson,23100,32,30-39,5,female,0,1,No College Degree,0
Own,1,Married,1,Jefferson,70000,87,70above,2,male,1,0,College Degree,1
Rent,0,Not married,0,Fayette,35000,31,30-39,1,female,0,0,College Degree,1
Own,1,Married,1,Fayette,125000,61,60-69,2,male,1,0,No College Degree,0
Own,1,Not married,0,Jefferson,135990,56,50-59,4,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,135000,39,30-39,4,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,92300,52,50-59,4,male,1,0,College Degree,1
Rent,0,Not married,0,Jefferson,35500,27,18-29,2,female,0,0,No College Degree,0
Rent,0,Not married,0,Fayette,97000,56,50-59,2,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,349600,68,60-69,2,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,213000,51,50-59,4,female,0,0,College Degree,1
Own,1,Not married,0,Fayette,88000,49,40-49,1,female,0,0,College Degree,1
Rent,0,Not married,0,Kenton,22800,85,70above,1,female,0,0,No College Degree,0
Own,1,Not married,0,Boone,393480,18,18-29,3,male,1,0,No College Degree,0
Own,1,Not married,0,Jefferson,39000,74,70above,2,female,0,0,No College Degree,0
Own,1,Married,1,Boone,107480,52,50-59,3,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,125000,41,40-49,5,male,1,0,No College Degree,0
Own,1,Not married,0,Boone,184360,19,18-29,5,male,1,0,No College Degree,0
Rent,0,Not married,0,Warren,4400,20,18-29,1,female,0,1,College Degree,1
Own,1,Not married,0,Jefferson,65700,18,18-29,5,female,0,0,No College Degree,0
Rent,0,Not married,0,Fayette,58600,66,60-69,5,female,0,0,No College Degree,0
Own,1,Not married,0,Jefferson,445000,19,18-29,4,male,1,0,No College Degree,0
Own,1,Married,1,Fayette,170000,55,50-59,2,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,31500,67,60-69,2,female,0,0,No College Degree,0
Own,1,Not married,0,Fayette,18000,64,60-69,1,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,95100,55,50-59,2,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,120000,52,50-59,5,male,1,0,No College Degree,0
Own,1,Married,1,Boone,99800,67,60-69,2,male,1,0,College Degree,1
Own,1,Not married,0,Fayette,54540,45,40-49,2,male,1,1,No College Degree,0
Own,1,Married,1,Fayette,100000,50,50-59,3,male,1,0,College Degree,1
Rent,0,Not married,0,Fayette,34200,51,50-59,2,female,0,0,No College Degree,0
Rent,0,Not married,0,Fayette,46000,20,18-29,2,male,1,0,No College Degree,0
Own,1,Married,1,Fayette,15000,34,30-39,5,female,0,1,College Degree,1
Own,1,Married,1,Jefferson,45604,62,60-69,2,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,105000,36,30-39,3,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,170000,55,50-59,4,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,197000,41,40-49,5,male,1,0,No College Degree,0
Own,1,Not married,0,Jefferson,43700,61,60-69,5,female,0,0,No College Degree,0
Own,1,Not married,0,Jefferson,174000,49,40-49,2,male,1,0,College Degree,1
Own,1,Married,1,Kenton,62404,77,70above,3,female,0,0,No College Degree,0
Own,1,Not married,0,Fayette,55400,24,18-29,2,female,0,0,College Degree,1
Own,1,Married,1,Fayette,100000,42,40-49,3,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,92000,60,60-69,3,male,1,0,No College Degree,0
Own,1,Not married,0,Fayette,19800,67,60-69,1,female,0,0,No College Degree,0
Own,1,Not married,0,Boone,0,35,30-39,1,male,1,1,No College Degree,0
Own,1,Not married,0,Jefferson,84400,18,18-29,4,female,0,0,No College Degree,0
Own,1,Not married,0,Jefferson,35000,18,18-29,2,male,1,0,No College Degree,0
Own,1,Not married,0,Kenton,68000,41,40-49,3,male,1,0,College Degree,1
Own,1,Not married,0,Jefferson,9400,82,70above,1,female,0,1,No College Degree,0
Own,1,Married,1,Fayette,67800,62,60-69,2,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,65000,46,40-49,2,female,0,0,No College Degree,0
Own,1,Not married,0,Fayette,34000,52,50-59,1,male,1,0,No College Degree,0
Rent,0,Married,1,Jefferson,52900,48,40-49,3,female,0,0,No College Degree,0
Own,1,Married,1,Boone,119750,55,50-59,2,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,138000,48,40-49,2,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,127500,58,50-59,3,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,398000,35,30-39,4,female,0,0,College Degree,1
Rent,0,Not married,0,Jefferson,85000,25,18-29,2,female,0,1,College Degree,1
Own,1,Not married,0,Jefferson,87000,43,40-49,1,male,1,0,College Degree,1
Rent,0,Not married,0,Fayette,53000,23,18-29,1,female,0,1,No College Degree,0
Rent,0,Married,1,Jefferson,36000,36,30-39,4,female,0,0,No College Degree,0
Rent,0,Not married,0,Fayette,12800,22,18-29,3,female,0,1,College Degree,1
Own,1,Married,1,Fayette,118000,49,40-49,3,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,246000,60,60-69,2,male,1,0,College Degree,1
Own,1,Not married,0,Boone,36000,23,18-29,1,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,77000,60,60-69,3,male,1,0,College Degree,1
Own,1,Married,1,Fayette,230500,52,50-59,4,female,0,0,College Degree,1
Rent,0,Not married,0,Fayette,20780,94,70above,1,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,124400,61,60-69,2,female,0,0,College Degree,1
Own,1,Married,1,Kenton,473000,57,50-59,2,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,244100,50,50-59,4,male,1,0,No College Degree,0
Own,1,Not married,0,Jefferson,116000,39,30-39,2,female,0,0,College Degree,1
Own,1,Not married,0,Warren,60600,88,70above,2,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,59400,81,70above,2,male,1,0,No College Degree,0
Own,1,Not married,0,Jefferson,47200,80,70above,1,female,0,0,College Degree,1
Rent,0,Not married,0,Jefferson,32600,72,70above,1,male,1,0,No College Degree,0
Own,1,Not married,0,Jefferson,99000,27,18-29,2,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,190900,54,50-59,4,female,0,0,No College Degree,0
Own,1,Married,1,Kenton,121700,52,50-59,3,male,1,0,No College Degree,0
Rent,0,Not married,0,Kenton,23000,22,18-29,1,female,0,0,College Degree,1
Rent,0,Married,1,Jefferson,74000,30,30-39,3,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,378000,60,60-69,2,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,25000,48,40-49,3,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,515000,60,60-69,3,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,24240,65,60-69,2,female,0,0,No College Degree,0
Own,1,Not married,0,Jefferson,46400,44,40-49,1,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,133000,61,60-69,2,female,0,0,No College Degree,0
Own,1,Not married,0,Fayette,29050,28,18-29,1,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,77600,52,50-59,5,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,77500,45,40-49,2,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,125000,52,50-59,2,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,123000,56,50-59,2,male,1,0,College Degree,1
Own,1,Not married,0,Jefferson,37200,36,30-39,1,male,1,0,College Degree,1
Own,1,Married,1,Kenton,108000,56,50-59,2,female,0,0,College Degree,1
Own,1,Not married,0,Warren,115500,53,50-59,6,female,0,0,No College Degree,0
Rent,0,Not married,0,Jefferson,46000,24,18-29,2,male,1,0,No College Degree,0
Own,1,Not married,0,Jefferson,153200,57,50-59,2,female,0,0,No College Degree,0
Own,1,Married,1,Boone,92000,33,30-39,3,male,1,0,College Degree,1
Rent,0,Married,1,Jefferson,56000,45,40-49,3,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,120000,49,40-49,3,female,0,0,No College Degree,0
Own,1,Married,1,Fayette,102000,31,30-39,4,female,0,0,College Degree,1
Rent,0,Not married,0,Kenton,42000,26,18-29,2,female,0,0,College Degree,1
Rent,0,Not married,0,Kenton,50000,25,18-29,1,female,0,0,College Degree,1
Own,1,Married,1,Kenton,60000,35,30-39,7,female,0,0,No College Degree,0
Rent,0,Not married,0,Jefferson,22400,27,18-29,4,female,0,0,No College Degree,0
Own,1,Married,1,Fayette,70000,43,40-49,2,female,0,0,No College Degree,0
Rent,0,Not married,0,Fayette,6000,19,18-29,2,female,0,1,No College Degree,0
Own,1,Not married,0,Jefferson,91800,62,60-69,4,male,1,0,No College Degree,0
Own,1,Married,1,Fayette,180000,42,40-49,4,female,0,0,College Degree,1
Own,1,Married,1,Kenton,82510,56,50-59,2,male,1,0,College Degree,1
Rent,0,Not married,0,Jefferson,12000,31,30-39,2,female,0,1,College Degree,1
Own,1,Married,1,Fayette,113000,57,50-59,2,male,1,0,No College Degree,0
Own,1,Not married,0,Jefferson,110900,50,50-59,3,male,1,0,College Degree,1
Own,1,Not married,0,Jefferson,39000,57,50-59,1,male,1,0,No College Degree,0
Own,1,Not married,0,Fayette,48600,19,18-29,4,male,1,0,No College Degree,0
Rent,0,Not married,0,Fayette,9800,43,40-49,1,female,0,1,No College Degree,0
Rent,0,Not married,0,Fayette,29000,38,30-39,4,male,1,0,No College Degree,0
Own,1,Not married,0,Jefferson,130600,45,40-49,3,male,1,0,No College Degree,0
Rent,0,Not married,0,Jefferson,40000,35,30-39,3,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,95000,57,50-59,4,male,1,0,College Degree,1
Rent,0,Married,1,Fayette,63130,45,40-49,4,female,0,0,No College Degree,0
Rent,0,Not married,0,Fayette,91300,25,18-29,1,female,0,0,College Degree,1
Own,1,Not married,0,Jefferson,70060,42,40-49,1,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,833500,54,50-59,3,female,0,0,College Degree,1
Own,1,Not married,0,Fayette,50000,41,40-49,2,male,1,0,No College Degree,0
Own,1,Not married,0,Boone,127200,31,30-39,4,male,1,0,No College Degree,0
Own,1,Married,1,Kenton,57900,85,70above,2,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,45100,78,70above,2,male,1,0,No College Degree,0
Rent,0,Not married,0,Warren,18200,42,40-49,2,female,0,0,No College Degree,0
Own,1,Married,1,Fayette,85000,27,18-29,4,female,0,0,College Degree,1
Own,1,Married,1,Warren,110700,68,60-69,2,male,1,0,College Degree,1
Rent,0,Married,1,Kenton,53700,63,60-69,2,female,0,0,No College Degree,0
Rent,0,Not married,0,Fayette,80020,55,50-59,1,male,1,0,No College Degree,0
Own,1,Married,1,Boone,77500,68,60-69,2,male,1,0,No College Degree,0
Own,1,Not married,0,Fayette,174000,25,18-29,3,male,1,0,No College Degree,0
Rent,0,Not married,0,Fayette,16500,47,40-49,3,male,1,1,No College Degree,0
Own,1,Not married,0,Jefferson,75000,42,40-49,1,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,85000,37,30-39,4,male,1,0,College Degree,1
Rent,0,Not married,0,Fayette,23700,42,40-49,1,female,0,1,No College Degree,0
Own,1,Not married,0,Jefferson,36300,44,40-49,1,female,0,0,No College Degree,0
Own,1,Not married,0,Kenton,80800,36,30-39,1,male,1,0,College Degree,1
Rent,0,Not married,0,Fayette,10600,26,18-29,1,male,1,1,No College Degree,0
Own,1,Married,1,Fayette,37700,73,70above,2,male,1,0,No College Degree,0
Own,1,Not married,0,Boone,128020,33,30-39,1,male,1,0,College Degree,1
Own,1,Not married,0,Jefferson,279400,21,18-29,4,male,1,0,No College Degree,0
Rent,0,Not married,0,Fayette,16700,34,30-39,1,male,1,0,College Degree,1
Own,1,Married,1,Fayette,327000,38,30-39,3,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,69000,54,50-59,4,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,33000,29,18-29,4,female,0,0,No College Degree,0
Own,1,Not married,0,Jefferson,46400,18,18-29,5,male,1,0,No College Degree,0
Own,1,Married,1,Fayette,608000,52,50-59,3,male,1,0,No College Degree,0
Own,1,Married,1,Kenton,13400,62,60-69,2,male,1,1,No College Degree,0
Own,1,Married,1,Jefferson,55500,72,70above,2,female,0,0,No College Degree,0
Rent,0,Married,1,Jefferson,88200,46,40-49,5,male,1,0,College Degree,1
Own,1,Not married,0,Jefferson,10000,65,60-69,1,female,0,1,College Degree,1
Own,1,Not married,0,Boone,83000,31,30-39,3,female,0,0,No College Degree,0
Rent,0,Not married,0,Fayette,90000,66,60-69,1,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,46400,68,60-69,2,male,1,0,No College Degree,0
Own,1,Not married,0,Jefferson,219000,28,18-29,1,male,1,0,College Degree,1
Rent,0,Not married,0,Jefferson,21700,30,30-39,2,female,0,0,No College Degree,0
Rent,0,Not married,0,Jefferson,0,45,40-49,1,male,1,1,No College Degree,0
Own,1,Not married,0,Warren,34450,55,50-59,2,male,1,1,No College Degree,0
Rent,0,Married,1,Boone,13900,58,50-59,2,female,0,1,College Degree,1
Rent,0,Not married,0,Jefferson,107000,26,18-29,1,male,1,0,College Degree,1
