ownership,indownership,marriagestatus,indmarriagestatus,county,hhincome,agequant,agecat,famsize,sex,indsex,indpoverty,degree,inddegree
Own,1,Married,1,Fayette,114000,67,60-69,2,male,1,0,College Degree,1
Rent,0,Not married,0,Jefferson,70000,26,18-29,1,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,90000,48,40-49,2,male,1,0,No College Degree,0
Own,1,Not married,0,Jefferson,43000,48,40-49,2,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,256700,34,30-39,6,female,0,0,College Degree,1
Rent,0,Not married,0,Kenton,79000,48,40-49,2,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,21000,64,60-69,2,female,0,0,No College Degree,0
Own,1,Married,1,Fayette,70000,24,18-29,3,male,1,0,No College Degree,0
Rent,0,Not married,0,Fayette,21800,23,18-29,2,female,0,0,College Degree,1
Own,1,Married,1,Warren,59700,59,50-59,2,female,0,0,No College Degree,0
Rent,0,Not married,0,Jefferson,14600,22,18-29,1,female,0,1,No College Degree,0
Rent,0,Not married,0,Jefferson,107000,37,30-39,4,female,0,0,College Degree,1
Own,1,Not married,0,Jefferson,111500,73,70above,3,female,0,0,College Degree,1
Rent,0,Not married,0,Jefferson,23400,62,60-69,2,male,1,0,College Degree,1
Rent,0,Married,1,Jefferson,50000,53,50-59,2,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,135000,41,40-49,4,male,1,0,College Degree,1
Own,1,Not married,0,Fayette,100000,26,18-29,2,male,1,0,No College Degree,0
Own,1,Not married,0,Fayette,80330,24,18-29,1,male,1,0,College Degree,1
Own,1,Married,1,Boone,115000,63,60-69,2,male,1,0,College Degree,1
Own,1,Married,1,Fayette,91100,37,30-39,6,male,1,0,No College Degree,0
Rent,0,Not married,0,Kenton,97400,32,30-39,2,female,0,0,College Degree,1
Own,1,Married,1,Kenton,112900,40,40-49,3,female,0,0,College Degree,1
Own,1,Not married,0,Jefferson,39000,24,18-29,2,male,1,0,No College Degree,0
Rent,0,Married,1,Warren,80000,43,40-49,4,female,0,0,No College Degree,0
Rent,0,Married,1,Warren,82000,46,40-49,5,male,1,0,No College Degree,0
Own,1,Married,1,Fayette,92500,61,60-69,3,female,0,0,College Degree,1
Own,1,Married,1,Kenton,168000,56,50-59,5,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,85000,63,60-69,3,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,285000,33,30-39,4,male,1,0,College Degree,1
Rent,0,Not married,0,Jefferson,128000,40,40-49,2,female,0,0,College Degree,1
Own,1,Married,1,Boone,113800,59,50-59,3,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,116000,48,40-49,2,female,0,0,No College Degree,0
Own,1,Married,1,Boone,73000,51,50-59,4,male,1,0,No College Degree,0
Own,1,Married,1,Fayette,473000,50,50-59,3,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,37100,75,70above,2,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,208000,47,40-49,3,female,0,0,College Degree,1
Own,1,Not married,0,Fayette,27200,82,70above,2,male,1,0,No College Degree,0
Rent,0,Not married,0,Jefferson,38000,37,30-39,2,male,1,0,No College Degree,0
Own,1,Married,1,Fayette,461300,49,40-49,4,female,0,0,College Degree,1
Own,1,Not married,0,Jefferson,85000,21,18-29,3,male,1,0,No College Degree,0
Own,1,Married,1,Boone,64900,64,60-69,3,female,0,0,No College Degree,0
Own,1,Married,1,Warren,77800,79,70above,2,male,1,0,No College Degree,0
Own,1,Married,1,Kenton,59600,77,70above,2,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,22860,25,18-29,3,female,0,0,No College Degree,0
Rent,0,Not married,0,Fayette,85000,53,50-59,1,male,1,0,College Degree,1
Own,1,Married,1,Kenton,71100,40,40-49,3,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,119800,75,70above,4,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,225800,56,50-59,4,male,1,0,College Degree,1
Rent,0,Married,1,Fayette,29000,24,18-29,3,male,1,0,No College Degree,0
Rent,0,Married,1,Warren,38400,66,60-69,2,male,1,0,College Degree,1
Own,1,Not married,0,Jefferson,69400,76,70above,1,female,0,0,No College Degree,0
Rent,0,Not married,0,Fayette,40000,29,18-29,1,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,284000,86,70above,2,male,1,0,No College Degree,0
Own,1,Not married,0,Kenton,50000,66,60-69,1,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,52000,41,40-49,3,male,1,0,No College Degree,0
Own,1,Not married,0,Jefferson,77400,58,50-59,2,female,0,0,No College Degree,0
Rent,0,Married,1,Fayette,127000,50,50-59,3,male,1,0,College Degree,1
Own,1,Not married,0,Kenton,10000,51,50-59,2,male,1,1,College Degree,1
Own,1,Married,1,Jefferson,162000,63,60-69,2,male,1,0,No College Degree,0
Own,1,Not married,0,Jefferson,90000,57,50-59,2,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,146260,58,50-59,2,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,7900,35,30-39,5,male,1,1,College Degree,1
Own,1,Not married,0,Fayette,16300,65,60-69,1,male,1,0,No College Degree,0
Rent,0,Married,1,Kenton,80000,22,18-29,3,female,0,0,No College Degree,0
Rent,0,Not married,0,Boone,86000,40,40-49,2,female,0,0,No College Degree,0
Own,1,Married,1,Fayette,273000,28,18-29,2,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,68010,81,70above,2,male,1,0,College Degree,1
Own,1,Not married,0,Jefferson,35790,33,30-39,2,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,145000,65,60-69,5,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,50000,34,30-39,6,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,72400,75,70above,2,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,65000,36,30-39,4,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,444000,59,50-59,2,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,41500,34,30-39,2,male,1,0,No College Degree,0
Rent,0,Not married,0,Jefferson,60000,24,18-29,2,female,0,0,No College Degree,0
Rent,0,Not married,0,Kenton,57900,25,18-29,3,male,1,0,No College Degree,0
Rent,0,Not married,0,Warren,78900,23,18-29,1,male,1,1,No College Degree,0
Own,1,Married,1,Jefferson,95000,35,30-39,4,female,0,0,College Degree,1
Own,1,Not married,0,Jefferson,88000,26,18-29,4,male,1,0,No College Degree,0
Own,1,Not married,0,Jefferson,11800,57,50-59,2,female,0,1,No College Degree,0
Rent,0,Not married,0,Jefferson,50800,27,18-29,1,male,1,0,College Degree,1
Own,1,Not married,0,Jefferson,32400,75,70above,1,female,0,0,No College Degree,0
Rent,0,Not married,0,Kenton,61000,27,18-29,2,female,0,0,College Degree,1
Own,1,Not married,0,Fayette,26400,56,50-59,2,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,20000,57,50-59,2,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,663100,62,60-69,2,female,0,0,College Degree,1
Rent,0,Not married,0,Warren,30300,24,18-29,3,male,1,0,No College Degree,0
Own,1,Married,1,Kenton,100900,30,30-39,2,female,0,0,College Degree,1
Own,1,Not married,0,Fayette,15600,89,70above,1,female,0,0,No College Degree,0
Rent,0,Not married,0,Fayette,155100,74,70above,5,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,41200,73,70above,5,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,96000,64,60-69,2,female,0,0,College Degree,1
Rent,0,Married,1,Fayette,72200,65,60-69,2,male,1,0,College Degree,1
Own,1,Married,1,Fayette,33900,76,70above,2,male,1,0,College Degree,1
Own,1,Not married,0,Jefferson,45000,81,70above,1,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,240000,44,40-49,2,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,65000,72,70above,2,male,1,0,No College Degree,0
Rent,0,Not married,0,Fayette,65590,25,18-29,1,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,34000,61,60-69,2,female,0,0,No College Degree,0
Rent,0,Not married,0,Jefferson,55000,62,60-69,2,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,504000,65,60-69,2,female,0,0,College Degree,1
Rent,0,Not married,0,Jefferson,21000,51,50-59,1,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,199000,58,50-59,2,female,0,0,College Degree,1
Own,1,Not married,0,Jefferson,2500,19,18-29,3,male,1,1,No College Degree,0
Rent,0,Not married,0,Jefferson,180000,33,30-39,2,male,1,0,No College Degree,0
Rent,0,Not married,0,Fayette,15000,31,30-39,3,female,0,1,College Degree,1
Own,1,Married,1,Jefferson,207000,58,50-59,2,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,310000,63,60-69,2,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,84000,70,70above,2,female,0,0,College Degree,1
Rent,0,Not married,0,Jefferson,20000,50,50-59,2,male,1,0,No College Degree,0
Own,1,Not married,0,Jefferson,81500,18,18-29,3,male,1,0,No College Degree,0
Rent,0,Not married,0,Jefferson,14800,64,60-69,1,male,1,0,No College Degree,0
Own,1,Not married,0,Jefferson,74000,84,70above,2,female,0,0,No College Degree,0
Rent,0,Married,1,Jefferson,48200,30,30-39,4,female,0,0,No College Degree,0
Own,1,Married,1,Boone,111400,61,60-69,2,female,0,0,College Degree,1
Rent,0,Not married,0,Fayette,28100,22,18-29,1,male,1,1,No College Degree,0
Own,1,Married,1,Jefferson,117000,59,50-59,3,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,115500,73,70above,2,female,0,0,College Degree,1
Own,1,Married,1,Fayette,116200,38,30-39,3,male,1,0,College Degree,1
Own,1,Not married,0,Jefferson,110000,35,30-39,2,male,1,0,No College Degree,0
Rent,0,Married,1,Jefferson,108000,40,40-49,4,male,1,0,College Degree,1
Rent,0,Not married,0,Jefferson,10000,34,30-39,3,male,1,1,No College Degree,0
Own,1,Married,1,Jefferson,171300,51,50-59,3,male,1,0,No College Degree,0
Rent,0,Married,1,Boone,88520,42,40-49,7,female,0,0,No College Degree,0
Rent,0,Not married,0,Fayette,30000,26,18-29,1,male,1,0,No College Degree,0
Own,1,Married,1,Fayette,139600,70,70above,2,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,84300,46,40-49,4,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,37500,63,60-69,2,female,0,0,College Degree,1
Own,1,Not married,0,Kenton,60000,59,50-59,1,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,193000,43,40-49,3,female,0,0,College Degree,1
Rent,0,Not married,0,Jefferson,66000,53,50-59,1,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,150800,53,50-59,3,male,1,0,College Degree,1
Own,1,Not married,0,Fayette,13000,93,70above,1,female,0,0,No College Degree,0
Own,1,Married,1,Fayette,41700,28,18-29,2,male,1,0,College Degree,1
Own,1,Not married,0,Jefferson,20100,88,70above,1,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,102500,68,60-69,2,female,0,0,College Degree,1
Own,1,Not married,0,Jefferson,67700,70,70above,2,female,0,0,No College Degree,0
Rent,0,Married,1,Warren,40800,35,30-39,5,female,0,0,No College Degree,0
Own,1,Married,1,Fayette,47870,70,70above,2,male,1,0,No College Degree,0
Rent,0,Not married,0,Kenton,33000,27,18-29,1,male,1,0,College Degree,1
Own,1,Married,1,Kenton,66000,60,60-69,2,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,138000,42,40-49,4,male,1,0,College Degree,1
Own,1,Married,1,Fayette,139600,74,70above,2,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,48000,49,40-49,6,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,78810,29,18-29,3,female,0,0,College Degree,1
Own,1,Married,1,Fayette,38000,28,18-29,2,female,0,0,No College Degree,0
Own,1,Not married,0,Fayette,93060,57,50-59,2,female,0,0,No College Degree,0
Own,1,Not married,0,Jefferson,95000,29,18-29,1,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,130400,66,60-69,4,male,1,0,College Degree,1
Own,1,Not married,0,Jefferson,204000,24,18-29,4,female,0,0,College Degree,1
Own,1,Not married,0,Boone,116000,47,40-49,2,male,1,0,No College Degree,0
Rent,0,Married,1,Jefferson,79000,36,30-39,5,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,86700,63,60-69,2,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,43001,28,18-29,2,female,0,0,College Degree,1
Own,1,Married,1,Warren,63300,34,30-39,4,female,0,0,No College Degree,0
Rent,0,Not married,0,Jefferson,34000,48,40-49,1,male,1,1,No College Degree,0
Own,1,Not married,0,Jefferson,120500,49,40-49,3,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,100500,50,50-59,2,male,1,0,No College Degree,0
Own,1,Not married,0,Jefferson,37200,36,30-39,3,male,1,0,College Degree,1
Own,1,Not married,0,Jefferson,82300,65,60-69,2,female,0,0,College Degree,1
Own,1,Married,1,Fayette,415000,51,50-59,2,female,0,0,College Degree,1
Rent,0,Not married,0,Jefferson,30000,28,18-29,1,female,0,0,College Degree,1
Own,1,Married,1,Boone,174000,53,50-59,4,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,100800,70,70above,3,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,77400,35,30-39,7,male,1,0,No College Degree,0
Own,1,Married,1,Fayette,85200,32,30-39,3,male,1,0,College Degree,1
Rent,0,Not married,0,Fayette,16000,37,30-39,6,female,0,1,No College Degree,0
Own,1,Married,1,Kenton,265000,38,30-39,4,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,460120,58,50-59,3,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,160000,56,50-59,4,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,78200,46,40-49,3,male,1,0,No College Degree,0
Own,1,Not married,0,Jefferson,78000,26,18-29,3,male,1,0,No College Degree,0
Own,1,Not married,0,Jefferson,265000,25,18-29,4,male,1,0,College Degree,1
Rent,0,Not married,0,Fayette,54500,23,18-29,1,male,1,1,No College Degree,0
Own,1,Not married,0,Jefferson,43400,67,60-69,1,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,160000,36,30-39,4,female,0,0,College Degree,1
Rent,0,Not married,0,Fayette,68460,19,18-29,4,male,1,0,No College Degree,0
Own,1,Not married,0,Jefferson,29600,46,40-49,3,female,0,0,College Degree,1
Own,1,Not married,0,Fayette,56600,33,30-39,3,female,0,0,College Degree,1
Rent,0,Not married,0,Jefferson,21000,34,30-39,5,male,1,1,No College Degree,0
Own,1,Married,1,Jefferson,43300,56,50-59,4,female,0,0,College Degree,1
Rent,0,Married,1,Boone,42000,50,50-59,4,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,26600,70,70above,2,male,1,0,No College Degree,0
Rent,0,Not married,0,Boone,57070,26,18-29,4,female,0,0,No College Degree,0
Rent,0,Married,1,Jefferson,13200,72,70above,2,female,0,1,No College Degree,0
Own,1,Married,1,Warren,193800,59,50-59,2,female,0,0,College Degree,1
Own,1,Married,1,Fayette,208500,58,50-59,3,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,52000,77,70above,3,female,0,0,No College Degree,0
Rent,0,Not married,0,Jefferson,23000,32,30-39,1,female,0,1,No College Degree,0
Own,1,Not married,0,Jefferson,53600,68,60-69,4,female,0,0,No College Degree,0
Own,1,Married,1,Fayette,140000,67,60-69,2,male,1,0,College Degree,1
Own,1,Married,1,Boone,153000,53,50-59,2,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,145000,56,50-59,3,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,43200,33,30-39,5,female,0,0,College Degree,1
Rent,0,Married,1,Fayette,55900,81,70above,2,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,162000,60,60-69,3,male,1,0,College Degree,1
Own,1,Not married,0,Jefferson,132100,23,18-29,6,male,1,0,No College Degree,0
Rent,0,Not married,0,Fayette,60300,35,30-39,2,female,0,0,College Degree,1
Own,1,Married,1,Fayette,230200,50,50-59,4,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,25000,47,40-49,2,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,122000,40,40-49,6,male,1,0,College Degree,1
Rent,0,Not married,0,Fayette,2000,22,18-29,1,female,0,1,No College Degree,0
Rent,0,Not married,0,Fayette,46000,56,50-59,5,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,145000,51,50-59,5,male,1,0,College Degree,1
Own,1,Not married,0,Jefferson,131090,24,18-29,3,male,1,0,No College Degree,0
Rent,0,Not married,0,Jefferson,18500,69,60-69,2,female,0,0,No College Degree,0
Rent,0,Married,1,Fayette,26400,54,50-59,3,female,0,0,No College Degree,0
Own,1,Married,1,Warren,150000,42,40-49,3,female,0,0,College Degree,1
Rent,0,Not married,0,Fayette,13200,20,18-29,2,female,0,1,No College Degree,0
Rent,0,Not married,0,Kenton,56600,23,18-29,3,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,205000,37,30-39,5,male,1,0,College Degree,1
Own,1,Married,1,Fayette,284000,55,50-59,2,female,0,0,College Degree,1
Own,1,Married,1,Fayette,77000,52,50-59,3,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,93000,54,50-59,2,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,161000,54,50-59,4,male,1,0,No College Degree,0
Own,1,Married,1,Kenton,226700,32,30-39,4,female,0,0,College Degree,1
Own,1,Not married,0,Jefferson,28500,83,70above,2,male,1,0,No College Degree,0
Rent,0,Not married,0,Warren,56400,36,30-39,1,male,1,0,No College Degree,0
Own,1,Not married,0,Jefferson,86600,67,60-69,1,female,0,0,College Degree,1
Own,1,Married,1,Fayette,111200,67,60-69,3,male,1,0,College Degree,1
Own,1,Married,1,Warren,168000,68,60-69,2,male,1,0,College Degree,1
Own,1,Not married,0,Jefferson,172000,50,50-59,2,male,1,0,No College Degree,0
Rent,0,Married,1,Boone,98000,76,70above,2,male,1,0,No College Degree,0
Own,1,Not married,0,Fayette,100000,61,60-69,1,female,0,0,College Degree,1
Own,1,Not married,0,Jefferson,104000,38,30-39,3,female,0,0,No College Degree,0
Own,1,Not married,0,Jefferson,151000,39,30-39,2,female,0,0,College Degree,1
Rent,0,Married,1,Fayette,48000,26,18-29,2,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,142400,47,40-49,4,male,1,0,College Degree,1
Own,1,Not married,0,Boone,26000,34,30-39,1,female,0,0,College Degree,1
Own,1,Not married,0,Fayette,130300,20,18-29,5,male,1,0,No College Degree,0
Rent,0,Not married,0,Jefferson,103100,52,50-59,4,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,102900,68,60-69,2,female,0,0,No College Degree,0
Own,1,Married,1,Kenton,152100,60,60-69,2,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,71400,51,50-59,4,male,1,0,College Degree,1
Own,1,Not married,0,Jefferson,96600,30,30-39,4,male,1,0,No College Degree,0
Own,1,Not married,0,Jefferson,52400,79,70above,2,female,0,0,No College Degree,0
Own,1,Married,1,Jefferson,8300,74,70above,2,female,0,1,No College Degree,0
Own,1,Married,1,Jefferson,126001,51,50-59,3,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,95500,57,50-59,4,female,0,0,No College Degree,0
Rent,0,Not married,0,Jefferson,15000,25,18-29,1,male,1,0,No College Degree,0
Rent,0,Not married,0,Jefferson,54400,37,30-39,4,female,0,0,No College Degree,0
Rent,0,Married,1,Fayette,25600,57,50-59,2,male,1,0,No College Degree,0
Rent,0,Not married,0,Jefferson,266000,21,18-29,14,female,0,0,College Degree,1
Rent,0,Married,1,Jefferson,55000,52,50-59,6,male,1,0,No College Degree,0
Own,1,Not married,0,Kenton,102000,18,18-29,5,male,1,0,No College Degree,0
Rent,0,Not married,0,Jefferson,54000,84,70above,1,female,0,0,College Degree,1
Own,1,Not married,0,Kenton,120200,56,50-59,2,male,1,0,College Degree,1
Own,1,Married,1,Jefferson,398000,36,30-39,6,female,0,0,College Degree,1
Rent,0,Not married,0,Jefferson,34000,34,30-39,1,male,1,0,No College Degree,0
Own,1,Married,1,Jefferson,107400,62,60-69,3,female,0,0,College Degree,1
Own,1,Not married,0,Warren,41800,50,50-59,2,female,0,0,No College Degree,0
Own,1,Married,1,Fayette,60000,53,50-59,3,male,1,0,College Degree,1
Own,1,Married,1,Kenton,92040,67,60-69,5,female,0,0,No College Degree,0
Own,1,Not married,0,Kenton,60000,24,18-29,3,female,0,0,College Degree,1
Own,1,Not married,0,Jefferson,79430,73,70above,2,female,0,0,College Degree,1
Own,1,Not married,0,Jefferson,56000,71,70above,2,male,1,0,No College Degree,0
Rent,0,Not married,0,Fayette,45050,24,18-29,2,female,0,0,College Degree,1
Own,1,Not married,0,Jefferson,3000,63,60-69,1,female,0,1,College Degree,1
Own,1,Not married,0,Jefferson,70300,49,40-49,3,male,1,0,No College Degree,0
Own,1,Married,1,Fayette,487000,66,60-69,2,female,0,0,College Degree,1
Own,1,Married,1,Jefferson,323000,73,70above,2,female,0,0,No College Degree,0
Own,1,Married,1,Kenton,54860,57,50-59,3,female,0,0,No College Degree,0
Rent,0,Not married,0,Warren,74300,23,18-29,2,female,0,1,No College Degree,0
Own,1,Not married,0,Fayette,52000,74,70above,1,male,1,0,No College Degree,0
